longitude,latitude,nptype,objid,yyymm,view_cnt,date_created,last_updated,man_created,providers,name,cntcode,addr,phone,ceo,gods,sect,build_type,org_type,x,y,geom_twnspcode
120.61816280670666,22.392791131054274,NP300,316628508,10708,0,"Aug 11, 2018 12:31:05 AM","Aug 11, 2018 12:31:05 AM","OPEN DATA-10708",內政資料開放平臺,神農殿,10013,屏東縣枋寮鄉內寮路1號,-,林喜作,神農大帝,道教,適用監督寺廟條例寺廟,管理委員會制,210683.9,2477097.57,1001316
120.51552447075997,22.597376574692802,NP300,316623125,10708,0,"Aug 11, 2018 12:30:13 AM","Aug 11, 2018 12:30:13 AM","OPEN DATA-10708",內政資料開放平臺,福德祠,10013,屏東縣萬丹鄉竹林村13鄰竹田仔24號,08-0000000,李英宗,土地公,道教,適用監督寺廟條例寺廟,管理人(住持)制,200188.81,2499781.5,1001305
120.47315095742154,23.787462951168855,NP300,316628226,10708,0,"Aug 11, 2018 12:31:02 AM","Aug 11, 2018 12:31:02 AM","OPEN DATA-10708",內政資料開放平臺,元帥殿,10009,雲林縣西螺鎮振興里120-2號,05-5877120,王建博,中壇元帥,道教,適用監督寺廟條例寺廟,管理委員會制,196309.357,2631585.145,1000904
120.31271592603669,22.829808518553605,NP300,316631803,10708,0,"Aug 11, 2018 12:31:57 AM","Aug 11, 2018 12:31:57 AM","OPEN DATA-10708",內政資料開放平臺,惠峰宮,64000,高雄市岡山區宮中街2號,07-6282429,高元良,天上聖母,道教,其他,管理委員會制,179455.73,2525601.69,6401900
120.82136442063778,24.555823259687063,NP300,316628207,10708,0,"Aug 11, 2018 12:31:01 AM","Aug 11, 2018 12:31:01 AM","OPEN DATA-10708",內政資料開放平臺,吉祥寺,10005,苗栗縣苗栗市新庄街維新里1巷7號,037-355872,葉昱翔,釋迦牟尼佛,佛教,適用監督寺廟條例寺廟,其他,231904.223,2716592.928,1000501
120.67533783113358,24.42055261293833,NP300,316626327,10708,0,"Aug 11, 2018 12:30:39 AM","Aug 11, 2018 12:30:39 AM","OPEN DATA-10708",內政資料開放平臺,廖府先生廟,10005,苗栗縣苑裡鎮福田里4鄰39號,037-740418,李清祥,廖先生公,佛教,適用監督寺廟條例寺廟,其他,217076.465,2701637.971,1000502
121.7530670004501,24.755003017633623,NP300,316626025,10708,0,"Aug 11, 2018 12:30:36 AM","Aug 11, 2018 12:30:36 AM","OPEN DATA-10708",內政資料開放平臺,南興廟,10002,宜蘭縣宜蘭市南興街六號,03-9322629,陳焰蒼,註生娘娘,道教,適用監督寺廟條例寺廟,管理人(住持)制,326166.053,2738851.304,1000201
120.26077227857415,23.18735506016807,NP300,316621517,10708,0,"Aug 11, 2018 12:30:04 AM","Aug 11, 2018 12:30:04 AM","OPEN DATA-10708",內政資料開放平臺,淨靈寺,67000,臺南市麻豆區南勢里11鄰5之5號,06-5722462,陳良山,濟公活佛,道教,適用監督寺廟條例寺廟,其他,174323.61,2565221.97,6700700
120.60131487541453,24.39462813390247,NP300,316622198,10708,0,"Aug 11, 2018 12:30:07 AM","Aug 11, 2018 12:30:07 AM","OPEN DATA-10708",內政資料開放平臺,安田鎮安宮,66000,臺中市大安區頂安里7鄰東西一路70巷36號,04-26864566,宋玉芳,蘇府王爺,道教,適用監督寺廟條例寺廟,管理委員會制,209561.572,2698786.3,6602200
120.50386133280303,23.6503706424528,NP300,316622202,10708,0,"Aug 11, 2018 12:30:07 AM","Aug 11, 2018 12:30:07 AM","OPEN DATA-10708",內政資料開放平臺,進興宮,10009,雲林縣斗南鎮阿丹里崙仔76號-2,05-5977142,張順堂,玄天上帝,道教,適用監督寺廟條例寺廟,管理委員會制,199386.19,2616391.46,1000902
120.8953980037765,24.625473702393027,NP300,316627180,10708,0,"Aug 11, 2018 12:30:49 AM","Aug 11, 2018 12:30:49 AM","OPEN DATA-10708",內政資料開放平臺,慈聖宮,10005,苗栗縣造橋鄉大西村8鄰136號,037-541196,鍾增坤,天上聖母,道教,適用監督寺廟條例寺廟,其他,239409.69,2724299.42,1000515
120.20612230294405,23.012950960874687,NP300,316630509,10708,0,"Aug 11, 2018 12:31:35 AM","Aug 11, 2018 12:31:35 AM","OPEN DATA-10708",內政資料開放平臺,安聖宮,67000,臺南市北區文成路128號,06-2639146,吳錦龍,地基主,道教,適用監督寺廟條例寺廟,管理委員會制,168623.73,2545937.63,6703400
120.48129093010076,22.433043587539398,NP300,316620828,10708,0,"Aug 11, 2018 12:30:02 AM","Aug 11, 2018 12:30:02 AM","OPEN DATA-10708",內政資料開放平臺,南隆宮,10013,屏東縣東港鎮南平里67號,08-8754540,林德生,朱王爺,道教,適用監督寺廟條例寺廟,管理委員會制,196605.95,2481596.84,1001303
120.26965056420447,23.4228462888538,NP300,316629784,10708,0,"Aug 11, 2018 12:31:24 AM","Aug 11, 2018 12:31:24 AM","OPEN DATA-10708",內政資料開放平臺,北天宮,10010,嘉義縣朴子市新庄里1鄰新庄10號,05-,王春風,玄天上帝,道教,適用監督寺廟條例寺廟,其他,175364.06,2591296.49,1001002
120.97840576906523,23.95765078789511,NP300,316627587,10708,0,"Aug 11, 2018 12:30:54 AM","Aug 11, 2018 12:30:54 AM","OPEN DATA-10708",內政資料開放平臺,奉天宮,10008,南投縣埔里鎮枇杷路38-1號,049-2981821,徐國肇,三山國王,道教,適用監督寺廟條例寺廟,其他,247802.25,2650333.25,1000802
120.782798306476,24.50450280936525,NP300,316630216,10708,0,"Aug 11, 2018 12:31:30 AM","Aug 11, 2018 12:31:30 AM","OPEN DATA-10708",內政資料開放平臺,廣德宮,10005,苗栗縣銅鑼鄉竹森村4鄰22號,037-981508,湯達勳,神農大帝,佛教,適用監督寺廟條例寺廟,其他,227988.52,2710914.52,1000510
120.23976722750734,23.008475583983508,NP300,316631448,10708,0,"Aug 11, 2018 12:31:51 AM","Aug 11, 2018 12:31:51 AM","OPEN DATA-10708",內政資料開放平臺,代天府朝皇宮,67000,臺南市永康區中華二路269號,06-3115811,郭耀龍,李府千歲,道教,適用監督寺廟條例寺廟,管理人(住持)制,172070.07,2545423.74,6703100
120.61946679373928,22.394228732705656,NP300,316622264,10708,0,"Aug 11, 2018 12:30:08 AM","Aug 11, 2018 12:30:08 AM","OPEN DATA-10708",內政資料開放平臺,福德祠,10013,屏東縣枋寮鄉中庄路新開村,-,楊進益,福德正神,道教,適用監督寺廟條例寺廟,管理人(住持)制,210818.57,2477256.41,1001316
121.00190537022607,24.811793465266064,NP300,316630827,10708,0,"Aug 11, 2018 12:31:40 AM","Aug 11, 2018 12:31:40 AM","OPEN DATA-10708",內政資料開放平臺,靈安宮,10018,新竹市原興路1弄200號,03-5712477,林木山,三王爺,道教,適用監督寺廟條例寺廟,管理委員會制,250192.62,2744931.73,1001801
120.72584734973137,24.22610643948664,NP300,316625534,10708,0,"Aug 11, 2018 12:30:32 AM","Aug 11, 2018 12:30:32 AM","OPEN DATA-10708",內政資料開放平臺,金星觀,66000,臺中市豐原區鎌村路465巷90號,-,林祚傑,地藏王菩薩,佛教,適用監督寺廟條例寺廟,管理委員會制,222156.15,2680091.47,6600900
120.7847060070845,24.454927393082517,NP300,316625863,10708,0,"Aug 11, 2018 12:30:35 AM","Aug 11, 2018 12:30:35 AM","OPEN DATA-10708",內政資料開放平臺,大坪金母宮,10005,苗栗縣銅鑼鄉樟樹村雙2鄰30-2號,037-984145,邱華鈿,無極瑤池金母大天尊,道教,適用監督寺廟條例寺廟,其他,228173.3,2705423.51,1000510
120.54540615615191,24.089325820140175,NP300,316628391,10708,0,"Aug 11, 2018 12:31:04 AM","Aug 11, 2018 12:31:04 AM","OPEN DATA-10708",內政資料開放平臺,平和厝福德廟,10007,彰化縣彰化市西門口段587地號,04-7638980,黃正義,福德正神,道教,適用監督寺廟條例寺廟,其他,203780.55,2664990.6,1000701
120.4830582973884,23.640024084486342,NP300,316622614,10708,0,"Aug 11, 2018 12:30:10 AM","Aug 11, 2018 12:30:10 AM","OPEN DATA-10708",內政資料開放平臺,元帥爺廟,10009,雲林縣斗南鎮四維路石溪里98號,05-5978479,葉長安,中壇元帥,道教,適用監督寺廟條例寺廟,管理委員會制,197259.774,2615253.156,1000902
120.26774763395386,22.618810474617487,NP300,316626111,10708,0,"Aug 11, 2018 12:30:37 AM","Aug 11, 2018 12:30:37 AM","OPEN DATA-10708",內政資料開放平臺,開臺福德宮,64000,高雄市鼓山區安海街32巷35號,07-5212840,鄭鋒興,福德正神,道教,適用監督寺廟條例寺廟,其他,174724.561,2502258.905,6400200
120.32178037353553,22.727842944417894,NP300,316622689,10708,0,"Aug 11, 2018 12:30:10 AM","Aug 11, 2018 12:30:10 AM","OPEN DATA-10708",內政資料開放平臺,楠梓車頭寮代天府,64000,高雄市楠梓區高楠公路1746號,07-3617387,陳輝主,吳府千歲,道教,適用監督寺廟條例寺廟,其他,180334.404,2514306.197,6400400
120.61006354139778,22.57162668813087,NP300,316630852,10708,0,"Aug 11, 2018 12:31:40 AM","Aug 11, 2018 12:31:40 AM","OPEN DATA-10708",內政資料開放平臺,先帝廟,10013,屏東縣萬巒鄉新生路新厝村,-,林榮宗,五谷先帝,道教,適用監督寺廟條例寺廟,管理人(住持)制,209901.48,2496901.74,1001312
120.6243926883891,23.86913066472844,NP300,316632508,10708,0,"Aug 11, 2018 12:32:10 AM","Aug 11, 2018 2:08:33 AM","OPEN DATA-10708",內政資料開放平臺,清福宮,10008,南投縣名間鄉赤水村公崎巷18-8號,-0920616780,張聰維,福德正神,道教,適用監督寺廟條例寺廟,管理委員會制,211746.38,2640580.58,1000806
120.60323575862745,22.366038591534434,NP300,316632497,10708,0,"Aug 11, 2018 12:32:09 AM","Aug 11, 2018 12:32:09 AM","OPEN DATA-10708",內政資料開放平臺,萬龍寺,10013,屏東縣枋寮鄉隆山村隆山路270巷31號,08-0000000,江金藏,觀音大士,道教,適用監督寺廟條例寺廟,管理委員會制,209139.1,2474139.34,1001316
121.1916106326849,24.918875233586053,NP300,316632498,10708,0,"Aug 11, 2018 12:32:09 AM","Aug 11, 2018 12:32:09 AM","OPEN DATA-10708",內政資料開放平臺,永仁佛堂,68000,桃園市平鎮區鎮興里2鄰鎮德路152號,03-4965315,廖裕萬,彌勒佛,一貫道,適用監督寺廟條例寺廟,管理委員會制,269353.88,2756805.72,6801000
121.28862509149617,24.99662897584192,NP300,316632499,10708,0,"Aug 11, 2018 12:32:09 AM","Aug 11, 2018 12:32:09 AM","OPEN DATA-10708",內政資料開放平臺,桃園區文中宮,68000,桃園市桃園區文中三路21號,091-7209613,鄭錫銓,福德正神,道教,適用監督寺廟條例寺廟,管理委員會制,279134.69,2765435.19,6800100
120.39302794682057,22.581442496170002,NP300,316632500,10708,0,"Aug 11, 2018 12:32:09 AM","Aug 11, 2018 12:32:09 AM","OPEN DATA-10708",內政資料開放平臺,財團法人天金堂,64000,高雄市大寮區拷潭路3之20號,07-8901258,,關聖帝君,道教,適用監督寺廟條例寺廟,,187586.89,2498063.19,6401400
121.16048019941682,24.837536695756587,NP300,316632501,10708,0,"Aug 11, 2018 12:32:09 AM","Aug 11, 2018 12:32:09 AM","OPEN DATA-10708",內政資料開放平臺,普南宮,68000,桃園市龍潭區三水里南坑路500號,03-4091006,陳慶超,南海觀世音菩薩,道教,適用監督寺廟條例寺廟,管理委員會制,266220.12,2747792.57,6800900
120.58207050930429,24.17432793561718,NP300,316632504,10708,0,"Aug 11, 2018 12:32:10 AM","Aug 11, 2018 2:08:31 AM","OPEN DATA-10708",內政資料開放平臺,翠竹寺,66000,臺中市大肚區自強里遊園路二段292號,04-26913772,陳榮貴,觀音、佛祖,道教,適用監督寺廟條例寺廟,管理委員會制,207536.408,2674393.086,6602400
120.95943351126034,23.937831135397126,NP300,316632505,10708,0,"Aug 11, 2018 12:32:10 AM","Aug 11, 2018 2:08:31 AM","OPEN DATA-10708",內政資料開放平臺,慧海精舍,10008,南投縣埔里鎮珠格里珠生路31-2號,093-7211907,伍玉鈴,阿彌陀佛,佛教,適用監督寺廟條例寺廟,執事會,245870.72,2648138.72,1000802
120.47557274875217,23.68353811428748,NP300,316621280,10708,0,"Aug 11, 2018 12:30:03 AM","Aug 11, 2018 12:30:03 AM","OPEN DATA-10708",內政資料開放平臺,建順宮,10009,雲林縣斗南鎮建國一路二七六號,05-5979700,吳滄得,張吳二位媽祖,道教,適用監督寺廟條例寺廟,管理委員會制,196513.76,2620074.92,1000902
121.79908003731879,25.124393255060692,NP300,316622147,10708,0,"Aug 11, 2018 12:30:07 AM","Aug 11, 2018 12:30:07 AM","OPEN DATA-10708",內政資料開放平臺,大眾爺,10017,基隆市中正區調和街301之106號,02-24693042,張金土,老大公,,適用監督寺廟條例寺廟,管理委員會制,330579.419,2779794.285,1001701
120.6749434010428,24.067651397317878,NP300,316632286,10708,0,"Aug 11, 2018 12:32:06 AM","Aug 11, 2018 12:32:06 AM","OPEN DATA-10708",內政資料開放平臺,新埔福德祠,66000,臺中市霧峰區四德里新埔路224號,04-24077124,李明堂,土地公,道教,適用監督寺廟條例寺廟,管理人(住持)制,216945.414,2662553.594,6602600
121.56848016036236,24.987370116042246,NP300,316631118,10708,0,"Aug 11, 2018 12:31:45 AM","Aug 11, 2018 12:31:45 AM","OPEN DATA-10708",內政資料開放平臺,木柵集應廟,63000,臺北市文山區保儀路木柵里76號,02-29396572,張幸松,保儀尊王,道教,適用監督寺廟條例寺廟,管理委員會制,307388.859,2764498.92,6300800
120.58574118729688,22.405941479603875,NP300,316625003,10708,0,"Aug 11, 2018 12:30:27 AM","Aug 11, 2018 12:30:27 AM","OPEN DATA-10708",內政資料開放平臺,如喜宮,10013,屏東縣枋寮鄉東海路東海村,08-8710188,黃進城,五府千歲,道教,適用監督寺廟條例寺廟,管理委員會制,207349.56,2478562.5,1001316
119.50988688457984,23.267719217778314,NP300,316627506,10708,0,"Aug 11, 2018 12:30:53 AM","Aug 11, 2018 12:30:53 AM","OPEN DATA-10708",內政資料開放平臺,華娘廟,10016,澎湖縣望安鄉西坪村12號之2,06-9262016,陳元地,武帥,道教,適用監督寺廟條例寺廟,管理人(住持)制,97536.111,2574712.26,1001605
121.42310126567133,25.15909105986025,NP300,316624376,10708,0,"Aug 11, 2018 12:30:22 AM","Aug 11, 2018 12:30:22 AM","OPEN DATA-10708",內政資料開放平臺,台北縣八里鄉竹龍廟,65000,新北市八里區大崁里3鄰20號,02-26103645,張金蓮,玉皇上帝,道教,適用監督寺廟條例寺廟,管理人(住持)制,292652.932,2783465.917,6502300
120.55485611476965,22.534735661205747,NP300,316627442,10708,0,"Aug 11, 2018 12:30:52 AM","Aug 11, 2018 12:30:52 AM","OPEN DATA-10708",內政資料開放平臺,崙興宮,10013,屏東縣潮州鎮崙東路崙東里435-1號,08-7801772,葛少忠,關聖帝君,道教,適用監督寺廟條例寺廟,管理委員會制,204212.06,2492832.71,1001302
120.40841741023416,22.561760444194025,NP300,316621942,10708,0,"Aug 11, 2018 12:30:06 AM","Aug 11, 2018 12:30:06 AM","OPEN DATA-10708",內政資料開放平臺,高雄市大寮區新厝里福德祠,64000,高雄市大寮區新厝里（路）二○號,07-8915250,簡榮俊,福德正神,道教,適用監督寺廟條例寺廟,管理人(住持)制,189160.745,2495877.417,6401400
120.52097722737068,23.958722441048266,NP300,316629636,10708,0,"Aug 11, 2018 12:31:21 AM","Aug 11, 2018 12:31:21 AM","OPEN DATA-10708",內政資料開放平臺,玉世宮,10007,彰化縣埔心鄉大展路舊館村412號,04-8298460,洪勝和,天上王母娘娘,道教,適用監督寺廟條例寺廟,其他,201247.541,2650534.523,1000715
120.66565785403509,23.69875755516906,NP300,316623342,10708,0,"Aug 11, 2018 12:30:14 AM","Aug 11, 2018 12:30:14 AM","OPEN DATA-10708",內政資料開放平臺,天佛寺,10008,南投縣竹山鎮福興里中興巷25之1號,049-2712469,黃裕彰,虛空藏菩薩,佛教,適用監督寺廟條例寺廟,管理人(住持)制,215904.65,2621702.02,1000804
120.65820874696466,23.72234764387604,NP300,316628021,10708,0,"Aug 11, 2018 12:30:59 AM","Aug 11, 2018 12:30:59 AM","OPEN DATA-10708",內政資料開放平臺,重興岩,10008,南投縣竹山鎮鯉魚里鯉行路1號,049-2646195,張木城,觀世音菩薩,佛教,適用監督寺廟條例寺廟,管理委員會制,215151.27,2624316.29,1000804
120.53976410351925,24.06826825897119,NP300,316623975,10708,0,"Aug 11, 2018 12:30:19 AM","Aug 11, 2018 12:30:19 AM","OPEN DATA-10708",內政資料開放平臺,財團法人台灣省彰化鄭成功廟,10007,彰化縣彰化市成功里中山路二段41號,04-7223271,鄭寶源,延平邵王鄭成功,道教,適用監督寺廟條例寺廟,,203199.26,2662660.33,1000701
120.37967219908562,23.92304722397597,NP300,316624021,10708,0,"Aug 11, 2018 12:30:19 AM","Aug 11, 2018 12:30:19 AM","OPEN DATA-10708",內政資料開放平臺,天瑤宮,10007,彰化縣二林鎮頂厝里二溪路359巷臨39號,04-8968083,黃愛市,天上聖母,道教,適用監督寺廟條例寺廟,其他,186848.551,2646639.498,1000720
120.77201604014677,23.822487834040075,NP300,316626229,10708,0,"Aug 11, 2018 12:30:38 AM","Aug 11, 2018 12:30:38 AM","OPEN DATA-10708",內政資料開放平臺,林興宮,10008,南投縣集集鎮林尾路林尾里311號,049-2762980,沈鳳山,慚愧祖師,道教,適用監督寺廟條例寺廟,管理委員會制,226772.8,2635383.05,1000805
120.89651279354275,23.77652215323739,NP300,316622708,10708,0,"Aug 11, 2018 12:30:10 AM","Aug 11, 2018 12:30:10 AM","OPEN DATA-10708",內政資料開放平臺,受生宮,10008,南投縣信義鄉民和巷神木村71號,049-2701506,王傳信,玄天上帝,道教,適用監督寺廟條例寺廟,管理委員會制,239452.94,2630277.79,1000812
120.40184047584609,23.04765375776732,NP300,316624133,10708,0,"Aug 11, 2018 12:30:20 AM","Aug 11, 2018 12:30:20 AM","OPEN DATA-10708",內政資料開放平臺,中興公厝,67000,臺南市左鎮區左鎮里7鄰71號,06-5731143,林谷芳,媽祖,道教,適用監督寺廟條例寺廟,管理人(住持)制,188702.07,2549685.25,6702600
121.764024585701,25.143323450226376,NP300,316621292,10708,0,"Aug 11, 2018 12:30:03 AM","Aug 11, 2018 12:30:03 AM","OPEN DATA-10708",內政資料開放平臺,東山夫子宮,10017,基隆市中正區正榮街110巷41號,02-24625505,李泰雄,關聖帝君,道教,適用監督寺廟條例寺廟,其他,327032.404,2781870.71,1001701
120.24399853593118,23.334753233756604,NP300,316628893,10708,0,"Aug 11, 2018 12:31:11 AM","Aug 11, 2018 12:31:11 AM","OPEN DATA-10708",內政資料開放平臺,義竹修緣禪寺,10010,嘉義縣義竹鄉六桂村17鄰245之10號,05-3412144,蔡皆得,濟公活佛,道教,適用監督寺廟條例寺廟,管理委員會制,172691.44,2581554.15,1001010
120.66910114944731,24.407105155046086,NP300,316626724,10708,0,"Aug 11, 2018 12:30:44 AM","Aug 11, 2018 12:30:44 AM","OPEN DATA-10708",內政資料開放平臺,田心福德祠,10005,苗栗縣苑裡鎮田心里,037-865951,劉阿萬,福德正神,道教,適用監督寺廟條例寺廟,其他,216440.452,2700150.102,1000502
120.66910114944731,24.407105155046086,NP300,316622801,10708,0,"Aug 11, 2018 12:30:11 AM","Aug 11, 2018 12:30:11 AM","OPEN DATA-10708",內政資料開放平臺,頂田心福德祠,10005,苗栗縣苑裡鎮田心里,037-851753,呂聯慶,福德正神,道教,適用監督寺廟條例寺廟,其他,216440.452,2700150.102,1000502
121.1522942170532,22.757605917020435,NP300,316630231,10708,0,"Aug 11, 2018 12:31:30 AM","Aug 11, 2018 12:31:30 AM","OPEN DATA-10708",內政資料開放平臺,臺東縣臺東市順天宮,10014,臺東縣臺東市寶桑路333號,089-322634,楊卿勇,蘇府王爺,道教,適用監督寺廟條例寺廟,管理委員會制,265639.778,2517450.565,1001401
121.5474651571591,25.052835460486776,NP300,316630179,10708,0,"Aug 11, 2018 12:31:30 AM","Aug 11, 2018 12:31:30 AM","OPEN DATA-10708",內政資料開放平臺,中崙福順宮,63000,臺北市松山區南京東路３段303巷8弄臨10號,02-27211768,方禎璋,福德正神,道教,適用監督寺廟條例寺廟,管理委員會制,305238.018,2771741.486,6300100
120.51109750908678,22.699188840876424,NP300,316622490,10708,0,"Aug 11, 2018 12:30:09 AM","Aug 11, 2018 12:30:09 AM","OPEN DATA-10708",內政資料開放平臺,玄聖殿,10013,屏東縣屏東市北勢巷北勢里26-4號,08-7362294,張來得,北極玄天上帝,道教,適用監督寺廟條例寺廟,管理委員會制,199770.69,2511056.75,1001301
121.78008291997423,24.6796683601319,NP300,316627496,10708,0,"Aug 11, 2018 12:30:53 AM","Aug 11, 2018 12:30:53 AM","OPEN DATA-10708",內政資料開放平臺,羅東靈霄玉尊宮,10002,宜蘭縣羅東鎮光榮路500巷160號,03-9506481,余錦春,玉皇上帝,道教,適用監督寺廟條例寺廟,管理委員會制,328946.09,2730522.22,1000202
121.8464912257233,24.583850421312263,NP300,316630037,10708,0,"Aug 11, 2018 12:31:27 AM","Aug 11, 2018 12:31:27 AM","OPEN DATA-10708",內政資料開放平臺,永安宮(嶺腳),10002,宜蘭縣蘇澳鎮嶺腳路港邊里104號,03-9906475,王四美,玄天上帝,道教,適用監督寺廟條例寺廟,其他,335732.42,2719948.85,1000203
120.39633425611994,22.62308627324238,NP300,316622176,10708,0,"Aug 11, 2018 12:30:07 AM","Aug 11, 2018 12:30:07 AM","OPEN DATA-10708",內政資料開放平臺,高雄市大寮區前庄元帥廟,64000,高雄市大寮區前庄里(路)三九號,07-7824855,陳政信,謝府元帥,道教,適用監督寺廟條例寺廟,管理委員會制,187945.55,2502673.1,6401400
120.18570300399698,22.995333383930795,NP300,316622492,10708,0,"Aug 11, 2018 12:30:09 AM","Aug 11, 2018 12:30:09 AM","OPEN DATA-10708",內政資料開放平臺,三平廣濟宮,67000,臺南市安平區府前三街136號,06-2971070,鄭永安,廣濟禪師,道教,適用監督寺廟條例寺廟,管理委員會制,166519.72,2543998.13,6703600
120.2910900554408,22.795461022911482,NP300,316631059,10708,0,"Aug 11, 2018 12:31:44 AM","Aug 11, 2018 12:31:44 AM","OPEN DATA-10708",內政資料開放平臺,岡山警悟禪寺,64000,高雄市岡山區壽天路88號,07-6212504,廖石柱,"釋迦牟尼佛、觀世音菩薩 、地藏王菩薩",佛教,其他,管理委員會制,177217.68,2521808.67,6401900
120.41747170650959,23.147000264178413,NP300,316625269,10708,0,"Aug 11, 2018 12:30:29 AM","Aug 11, 2018 12:30:29 AM","OPEN DATA-10708",內政資料開放平臺,聖安宮,67000,臺南市大內區環湖里7鄰92號,06-5760058,許憲政,五府千歲,道教,適用監督寺廟條例寺廟,管理人(住持)制,190347.84,2560680.25,6701100
120.62060260642774,24.027301062494928,NP300,316623841,10708,0,"Aug 11, 2018 12:30:18 AM","Aug 11, 2018 12:30:18 AM","OPEN DATA-10708",內政資料開放平臺,黃厝福德祠,10007,彰化縣芬園鄉嘉北段1383、1384地號,049-2336751,黃木松,土地公,道教,適用監督寺廟條例寺廟,其他,211407.46,2658098.67,1000709
